35,1,2013-09-02 23:23:00,2013-09-02,23:23:00,23,201335066949,1400 BLOCK 72ND AV,300,32858,Robbery Firearm,32858,-75.13976793,40.06277714
02,1,2013-09-02 23:28:00,2013-09-02,23:28:00,23,201302057555,5600 BLOCK SUMMERDALE AVE,300,20789,Robbery Firearm,20789,-75.09185301,40.03219169
24,1,2013-09-02 23:31:00,2013-09-02,23:31:00,23,201324078170,3900 BLOCK M ST,600,33539,Thefts,33539,-75.10093364,40.00664717
16,1,2013-09-02 23:36:00,2013-09-02,23:36:00,23,201316034446,3800 BLOCK POPLAR ST,500,39404,Burglary Residential,39404,-75.20045587,39.97304537
15,1,2013-09-02 23:50:00,2013-09-02,23:50:00,23,201315084043,4600 BLOCK FRANKFORD AVE,400,8039,Aggravated Assault No Firearm,8039,-75.08555188,40.0148486
06,1,2013-09-03 00:10:00,2013-09-03,00:10:00,0,201306046222,1100 BLOCK BUTTONWOOD ST WOOD ST,300,55394,Robbery Firearm,55394,-75.15633799,39.96075935
39,1,2013-09-03 00:27:00,2013-09-03,00:27:00,0,201339061673,FOX ST  / W ABBOTTSFORD AV,300,25110,Robbery No Firearm,25110,-75.17846547,40.01462016
16,1,2013-09-03 00:51:00,2013-09-03,00:51:00,0,201316034454,1100 BLOCK N 38TH ST,400,37841,Aggravated Assault Firearm,37841,-75.19931677,39.97324869
12,1,2013-09-03 01:02:00,2013-09-03,01:02:00,1,201312062140,9000 BLOCK BARTRAM AV,300,511355,Robbery Firearm,511355,-75.25014434,39.88508065
19,1,2013-09-03 01:51:00,2013-09-03,01:51:00,1,201319075865,6400 BLOCK HAVERFORD AVE,300,532356,Robbery Firearm,532356,-75.24887063,39.97234043
26,1,2013-09-03 01:53:00,2013-09-03,01:53:00,1,201326044300,2300 BLOCK N LEITHGOW ST,700,515185,Recovered Stolen Motor Vehicle,515185,-75.14019548,39.98587241
02,1,2013-09-03 02:16:00,2013-09-03,02:16:00,2,201302057585,2100 BLOCK GLENVIEW ST,700,551109,Motor Vehicle Theft,551109,-75.06356381,40.04034857
08,1,2013-09-03 03:08:00,2013-09-03,03:08:00,3,201308034989,4400 BLOCK PEARSON AVE ,700,514984,Recovered Stolen Motor Vehicle,514984,-74.99912685,40.05548995
26,1,2013-09-03 04:10:00,2013-09-03,04:10:00,4,201326044307,2400 BLOCK N FAIRHILL ST,400,513463,Aggravated Assault No Firearm,513463,-75.14257114,39.98773424
